Country,Sales,Date,Time
Indonesia,0.0,11/3/2019 0:00,9:31:00 AM
Philippines,0.0,11/23/2019 0:00,5:10:00 AM
Japan,47.97,11/29/2019 0:00,6:48:00 AM
Indonesia,1.5,12/19/2019 0:00,10:12:00 AM
Brazil,28.02,12/23/2019 0:00,2:03:00 AM
Brazil,33.12,1/28/2020 0:00,9:54:00 AM
China,35.94,2/4/2020 0:00,3:56:00 AM
Canada,53.52,2/6/2020 0:00,8:21:00 AM
Japan,53.97,3/4/2020 0:00,7:08:00 AM
Indonesia,75.0,3/26/2020 0:00,8:55:00 AM
Ecuador,103.89,5/11/2020 0:00,3:32:00 AM
China,11.85,5/16/2020 0:00,11:30:00 AM
China,53.97,5/22/2020 0:00,11:16:00 AM
Cameroon,1.77,6/3/2020 0:00,12:09:00 PM
Greece,1.98,6/25/2020 0:00,12:40:00 PM
Germany,2.49,7/25/2020 0:00,2:43:00 AM
Indonesia,51.72,8/31/2020 0:00,5:29:00 AM
Indonesia,104.94,9/1/2020 0:00,3:17:00 AM
Bangladesh,29.97,10/27/2020 0:00,11:05:00 AM
Indonesia,56.07,10/27/2020 0:00,10:17:00 AM
Indonesia,26.97,11/3/2020 0:00,12:32:00 PM
China,47.07,11/14/2020 0:00,2:15:00 AM
Indonesia,23.97,11/15/2020 0:00,9:57:00 AM
Indonesia,0.96,2/6/2021 0:00,9:01:00 AM
Germany,0.78,3/4/2021 0:00,2:51:00 AM
Philippines,50.97,3/5/2021 0:00,7:14:00 AM
Indonesia,59.94,3/14/2021 0:00,4:21:00 AM
Brazil,29.97,3/21/2021 0:00,9:04:00 AM
Philippines,59.94,4/14/2021 0:00,6:04:00 AM
Philippines,89.25,7/6/2021 0:00,5:29:00 AM
China,59.94,7/9/2021 0:00,1:49:00 AM
Indonesia,71.97,9/28/2021 0:00,1:05:00 AM
Indonesia,50.97,4/31/2018,10:01:00 PM
Brazil,724.78,1/20/2018 0:00,5:46:00 AM
Indonesia,24.16,4/12/2018 0:00,2:49:00 AM
Indonesia,453.39,6/25/2018 0:00,6:10:00 AM
China,135.15,8/8/2018 0:00,11:21:00 AM
Indonesia,220.41,10/8/2018 0:00,2:08:00 AM
Brazil,145.42,10/25/2018 0:00,1:49:00 AM
Indonesia,173.79,2/11/2019 0:00,2:32:00 AM
Indonesia,514.47,2/15/2019 0:00,10:39:00 AM
Pakistan,122.96,4/13/2019 0:00,5:37:00 AM
Brazil,542.0,5/23/2019 0:00,12:22:00 PM
Brazil,49.29,7/14/2019 0:00,7:32:00 AM
South,106.7,7/22/2019 0:00,1:26:00 AM
China,359.7,7/25/2019 0:00,9:32:00 AM
Brazil,295.2,9/10/2019 0:00,10:55:00 AM
Indonesia,320.45,10/5/2019 0:00,2:33:00 AM
Indonesia,148.26,10/5/2019 0:00,6:45:00 AM
Brazil,791.31,11/24/2019 0:00,6:32:00 AM
Indonesia,249.75,12/5/2019 0:00,8:15:00 AM
Brazil,53.52,3/6/2021 0:00,4:14:00 AM
Indonesia,133.6,4/8/2019 0:00,9:15:00 AM
Indonesia,219.84,9/16/2019 0:00,6:01:00 AM
China,86.94,11/15/2018 0:00,4:02:00 AM
Egypt,59.67,2/6/2019 0:00,1:40:00 AM
Japan,70.68,2/28/2019 0:00,2:04:00 AM
Indonesia,97.92,3/1/2019 0:00,7:37:00 AM
Philippines,0.78,3/6/2019 0:00,8:39:00 AM
Indonesia,68.64,3/9/2019 0:00,3:53:00 AM
Japan,23.97,3/18/2019 0:00,8:22:00 AM
Indonesia,74.97,4/24/2019 0:00,11:10:00 AM
France,19.5,6/1/2019 0:00,2:21:00 AM
Indonesia,35.97,8/28/2019 0:00,8:24:00 AM
Philippines,74.97,9/12/2019 0:00,5:32:00 AM
Brazil,59.94,9/18/2019 0:00,4:31:00 AM
Japan,29.97,9/25/2019 0:00,5:45:00 AM
Brazil,14.97,10/4/2019 0:00,11:44:00 AM
Philippines,26.94,10/20/2019 0:00,3:29:00 AM
Indonesia,101.82,10/21/2019 0:00,8:37:00 AM
Indonesia,29.97,11/23/2019 0:00,9:01:00 AM
Indonesia,14.97,2/3/2020 0:00,11:28:00 AM
Indonesia,0.72,2/16/2020 0:00,1:46:00 AM
Indonesia,59.97,2/18/2020 0:00,12:13:00 PM
Pakistan,71.91,3/12/2020 0:00,1:28:00 AM
China,59.94,3/20/2020 0:00,1:17:00 AM
Greece,47.97,4/16/2020 0:00,7:07:00 AM
Indonesia,0.0,5/15/2020 0:00,12:21:00 PM
Indonesia,1.8,6/5/2020 0:00,10:33:00 AM
Canada,26.4,6/24/2020 0:00,10:43:00 AM
Brazil,65.94,7/24/2020 0:00,3:50:00 AM
France,3.0,8/4/2020 0:00,6:44:00 AM
Indonesia,74.94,9/27/2020 0:00,7:39:00 AM
Brazil,0.0,9/29/2020 0:00,2:36:00 AM
Japan,47.97,10/8/2020 0:00,9:10:00 AM
Brazil,31.41,11/28/2020 0:00,6:41:00 AM
Philippines,77.97,2/7/2021 0:00,4:05:00 AM
Philippines,20.97,4/30/2021 0:00,6:09:00 AM
Philippines,16.14,8/2/2021 0:00,3:45:00 AM
China,55.5,8/5/2021 0:00,7:46:00 AM
Indonesia,68.97,8/20/2021 0:00,8:19:00 AM
Philippines,11.1,8/21/2021 0:00,7:44:00 AM
Canada,41.97,8/22/2021 0:00,6:38:00 AM
Indonesia,56.97,9/27/2021 0:00,4:49:00 AM
Pakistan,0.0,10/15/2021 0:00,6:53:00 AM
Indonesia,29.97,12/2/2021 0:00,1:52:00 AM
Japan,97.32,12/3/2021 0:00,3:31:00 AM
Colombia,48.24,2/30/2018,3:36:00 PM
Indonesia,518.76,1/9/2018 0:00,9:37:00 AM
Indonesia,91.7,1/10/2018 0:00,5:18:00 AM
Pakistan,170.5,1/22/2018 0:00,4:40:00 AM
Brazil,327.67,1/27/2018 0:00,1:37:00 AM
Brazil,18.17,2/1/2018 0:00,4:52:00 AM
Indonesia,546.26,2/4/2018 0:00,4:54:00 AM
Australia,252.28,2/19/2018 0:00,5:13:00 AM
Indonesia,26.14,6/1/2018 0:00,2:18:00 AM
Indonesia,287.49,7/18/2018 0:00,10:07:00 AM
Indonesia,309.32,7/24/2018 0:00,3:22:00 AM
Philippines,919.44,8/1/2018 0:00,11:58:00 AM
Brazil,296.46,10/15/2018 0:00,6:37:00 AM
Pakistan,123.42,11/2/2018 0:00,6:07:00 AM
Indonesia,44.46,3/9/2019 0:00,4:24:00 AM
Indonesia,231.33,3/21/2019 0:00,4:00:00 AM
Indonesia,327.25,3/28/2019 0:00,3:25:00 AM
Brazil,359.26,3/29/2019 0:00,5:17:00 AM
Indonesia,51.06,7/2/2019 0:00,4:42:00 AM
China,871.26,8/7/2019 0:00,6:15:00 AM
Indonesia,64.96,8/8/2019 0:00,9:16:00 AM
Brazil,213.6,8/15/2019 0:00,3:43:00 AM
Indonesia,676.8,12/3/2019 0:00,1:48:00 AM
Indonesia,47.97,11/27/2018 0:00,9:17:00 AM
Brazil,0.0,11/28/2018 0:00,3:34:00 AM
Indonesia,40.14,1/15/2019 0:00,2:41:00 AM
China,68.91,2/13/2019 0:00,8:45:00 AM
Brazil,71.97,3/1/2019 0:00,5:29:00 AM
Philippines,89.79,3/15/2019 0:00,12:21:00 PM
Indonesia,77.97,7/21/2019 0:00,6:21:00 AM
China,50.97,8/5/2019 0:00,9:20:00 AM
Indonesia,26.97,8/16/2019 0:00,8:12:00 AM
Indonesia,389.97,8/17/2019 0:00,11:21:00 AM
Indonesia,59.97,9/7/2019 0:00,6:22:00 AM
China,68.91,10/1/2019 0:00,9:24:00 AM
Brazil,29.97,10/4/2019 0:00,4:40:00 AM
Indonesia,0.0,10/10/2019 0:00,11:13:00 AM
Philippines,34.77,10/26/2019 0:00,6:37:00 AM
Italy,0.0,11/17/2019 0:00,2:14:00 AM
China,104.97,11/25/2019 0:00,11:26:00 AM
Canada,42.3,1/1/2020 0:00,9:39:00 AM
Colombia,41.85,1/14/2020 0:00,2:00:00 AM
Jamaica,87.06,3/6/2020 0:00,3:58:00 AM
Philippines,116.97,3/21/2020 0:00,11:59:00 AM
Brazil,24.0,4/17/2020 0:00,12:51:00 PM
Japan,59.97,4/19/2020 0:00,11:29:00 AM
Brazil,0.0,4/28/2020 0:00,2:11:00 AM
Brazil,40.56,5/12/2020 0:00,5:33:00 AM
China,70.68,5/15/2020 0:00,6:05:00 AM
Philippines,0.6,7/7/2020 0:00,7:56:00 AM
Philippines,1.32,7/13/2020 0:00,5:04:00 AM
France,1.5,8/4/2020 0:00,9:20:00 AM
Indonesia,155.97,8/10/2020 0:00,12:31:00 PM
Germany,1.89,8/13/2020 0:00,5:44:00 AM
Japan,1.29,8/23/2020 0:00,5:18:00 AM
France,38.22,9/3/2020 0:00,11:02:00 AM
Indonesia,76.47,9/13/2020 0:00,11:47:00 AM
Indonesia,0.0,9/23/2020 0:00,5:15:00 AM
China,29.97,10/17/2020 0:00,4:55:00 AM
Japan,22.44,10/26/2020 0:00,6:48:00 AM
China,128.97,11/13/2020 0:00,3:30:00 AM
Ecuador,53.52,12/29/2020 0:00,2:50:00 AM
China,53.97,4/17/2021 0:00,10:20:00 AM
China,143.94,7/21/2021 0:00,11:29:00 AM
Greece,0.0,10/13/2021 0:00,2:29:00 AM
China,0.0,11/16/2021 0:00,8:45:00 AM
Brazil,121.2,1/4/2018 0:00,12:40:00 PM
Indonesia,64.1,1/15/2018 0:00,2:08:00 AM
Bahamas,43.24,1/27/2018 0:00,2:56:00 AM
Brazil,77.88,2/6/2018 0:00,5:55:00 AM
Indonesia,343.8,2/25/2018 0:00,9:25:00 AM
Pakistan,469.68,3/1/2018 0:00,8:36:00 AM
Brazil,183.06,7/4/2018 0:00,3:25:00 AM
China,164.5,8/7/2018 0:00,9:30:00 AM
Philippines,40.8,8/8/2018 0:00,6:35:00 AM
China,61.8,8/12/2018 0:00,8:49:00 AM
Indonesia,407.52,9/5/2018 0:00,9:17:00 AM
Indonesia,25.22,11/23/2018 0:00,8:43:00 AM
Brazil,263.16,12/12/2018 0:00,4:20:00 AM
Canada,174.51,12/25/2018 0:00,12:17:00 PM
Indonesia,333.36,2/10/2019 0:00,1:51:00 AM
Indonesia,579.36,2/24/2019 0:00,1:44:00 AM
Indonesia,34.62,5/4/2019 0:00,6:03:00 AM
China,148.61,6/8/2019 0:00,8:16:00 AM
Indonesia,101.52,6/27/2019 0:00,9:56:00 AM
China,106.4,7/24/2019 0:00,10:56:00 AM
China,460.08,8/31/2019 0:00,11:34:00 AM
Pakistan,219.15,9/13/2019 0:00,6:58:00 AM
Indonesia,82.64,11/8/2019 0:00,11:32:00 AM
Indonesia,124.68,11/14/2019 0:00,12:55:00 PM
Indonesia,68.52,11/16/2019 0:00,2:30:00 AM
Philippines,104.97,12/2/2018 0:00,9:54:00 AM
Brazil,104.97,12/25/2018 0:00,12:00:00 PM
Colombia,22.44,2/2/2019 0:00,11:27:00 AM
Indonesia,59.97,2/28/2019 0:00,1:37:00 AM
Indonesia,33.72,4/19/2019 0:00,9:48:00 AM
Japan,29.37,6/1/2019 0:00,6:01:00 AM
China,68.85,7/4/2019 0:00,8:00:00 AM
France,17.97,7/8/2019 0:00,8:00:00 AM
Indonesia,77.97,7/14/2019 0:00,7:05:00 AM
Brazil,62.94,7/21/2019 0:00,6:04:00 AM
Indonesia,169.77,8/3/2019 0:00,1:18:00 AM
Indonesia,59.97,8/24/2019 0:00,12:09:00 PM
Indonesia,1.29,8/26/2019 0:00,2:25:00 AM
Brazil,29.97,9/13/2019 0:00,3:00:00 AM
China,31.65,10/7/2019 0:00,4:08:00 AM
Philippines,29.97,10/27/2019 0:00,3:58:00 AM
Philippines,4.32,12/20/2019 0:00,10:14:00 AM
Indonesia,14.94,2/2/2020 0:00,2:03:00 AM
Philippines,35.97,2/15/2020 0:00,6:41:00 AM
China,104.97,3/5/2020 0:00,11:37:00 AM
China,68.64,3/11/2020 0:00,10:03:00 AM
Indonesia,55.35,4/11/2020 0:00,12:06:00 PM
Pakistan,28.02,5/11/2020 0:00,6:08:00 AM
Indonesia,77.97,5/30/2020 0:00,11:27:00 AM
Ecuador,29.37,6/3/2020 0:00,4:22:00 AM
Philippines,27.9,7/27/2020 0:00,6:58:00 AM
China,4.26,8/17/2020 0:00,1:20:00 AM
China,35.67,10/9/2020 0:00,12:03:00 PM
Indonesia,0.0,10/11/2020 0:00,6:07:00 AM
Indonesia,53.97,11/8/2020 0:00,11:33:00 AM
China,1.98,3/27/2021 0:00,5:10:00 AM
Colombia,0.0,4/18/2021 0:00,7:58:00 AM
China,49.5,4/22/2021 0:00,3:30:00 AM
France,288.78,4/30/2021 0:00,1:08:00 AM
Bahamas,86.94,5/29/2021 0:00,3:58:00 AM
Indonesia,0.99,8/20/2021 0:00,1:12:00 AM
Indonesia,80.97,9/5/2021 0:00,3:13:00 AM
Indonesia,15.78,10/20/2021 0:00,8:19:00 AM
Somalia,23.4,12/1/2021 0:00,5:03:00 AM
China,46.8,9/31/2021,7:11:00 AM
Indonesia,224.82,2/22/2018 0:00,5:55:00 AM
Indonesia,235.56,3/21/2018 0:00,12:59:00 PM
Philippines,81.69,7/18/2018 0:00,7:01:00 AM
Indonesia,297.45,7/18/2018 0:00,10:44:00 AM
Indonesia,940.12,8/2/2018 0:00,12:08:00 PM
China,176.3,8/5/2018 0:00,6:18:00 AM
Indonesia,293.76,8/19/2018 0:00,10:11:00 AM
Cameroon,57.3,10/12/2018 0:00,5:35:00 AM
Canada,52.71,12/2/2018 0:00,2:04:00 AM
Indonesia,275.52,1/21/2019 0:00,10:25:00 AM
Brazil,378.48,2/10/2019 0:00,8:47:00 AM
Brazil,183.48,5/23/2019 0:00,12:25:00 PM
China,39.06,6/4/2019 0:00,1:21:00 AM
Indonesia,218.9,7/10/2019 0:00,4:49:00 AM
China,134.4,7/26/2019 0:00,10:50:00 AM
Indonesia,311.98,8/30/2019 0:00,7:08:00 AM
Philippines,1.59,8/7/2021 0:00,10:18:00 AM
Brazil,67.05,12/17/2018 0:00,11:42:00 AM
France,42.0,1/8/2019 0:00,3:41:00 AM
Brazil,50.7,1/19/2019 0:00,8:36:00 AM
Philippines,0.42,3/20/2019 0:00,11:40:00 AM
Indonesia,29.97,5/13/2019 0:00,7:38:00 AM
Australia,28.02,5/15/2019 0:00,10:57:00 AM
Brazil,119.97,6/27/2019 0:00,7:02:00 AM
Philippines,2.01,7/27/2019 0:00,8:42:00 AM
Philippines,130.47,10/2/2019 0:00,5:33:00 AM
China,104.97,10/3/2019 0:00,11:25:00 AM
China,59.97,10/9/2019 0:00,9:30:00 AM
Indonesia,16.92,11/7/2019 0:00,1:53:00 AM
China,155.97,11/14/2019 0:00,5:58:00 AM
Indonesia,49.8,2/6/2020 0:00,12:33:00 PM
Indonesia,29.97,2/8/2020 0:00,6:40:00 AM
Panama,0.99,2/23/2020 0:00,1:00:00 AM
China,98.97,2/28/2020 0:00,7:50:00 AM
Brazil,71.1,3/25/2020 0:00,4:56:00 AM
Indonesia,59.97,3/30/2020 0:00,12:38:00 PM
Indonesia,104.97,4/7/2020 0:00,8:40:00 AM
Brazil,55.5,4/8/2020 0:00,5:29:00 AM
Indonesia,59.97,4/12/2020 0:00,6:41:00 AM
Greece,38.97,4/23/2020 0:00,8:42:00 AM
France,35.52,8/16/2020 0:00,5:35:00 AM
China,86.94,8/28/2020 0:00,6:51:00 AM
Colombia,0.0,9/26/2020 0:00,8:17:00 AM
Indonesia,59.94,12/13/2020 0:00,3:40:00 AM
Brazil,29.97,2/17/2021 0:00,1:54:00 AM
Indonesia,29.79,3/21/2021 0:00,5:59:00 AM
China,30.0,3/23/2021 0:00,2:21:00 AM
Brazil,41.97,4/21/2021 0:00,6:38:00 AM
China,29.97,4/28/2021 0:00,6:09:00 AM
Indonesia,23.97,9/1/2021 0:00,3:41:00 AM
Indonesia,45.87,9/4/2021 0:00,3:36:00 AM
Brazil,46.98,9/20/2021 0:00,12:46:00 PM
Philippines,77.97,12/4/2021 0:00,1:11:00 AM
Indonesia,23.1,9/31/2018,11:03:00 AM
Indonesia,411.9,1/12/2018 0:00,8:47:00 AM
Indonesia,117.6,1/16/2018 0:00,1:15:00 AM
Indonesia,40.08,3/7/2018 0:00,4:24:00 AM
Indonesia,216.48,3/24/2018 0:00,5:55:00 AM
China,147.69,7/25/2018 0:00,6:39:00 AM
Philippines,291.84,7/30/2018 0:00,7:34:00 AM
Indonesia,34.66,8/7/2018 0:00,12:55:00 PM
Brazil,348.84,9/6/2018 0:00,11:27:00 AM
Indonesia,219.01,12/8/2018 0:00,3:59:00 AM
Brazil,236.74,1/8/2019 0:00,8:10:00 AM
Indonesia,210.73,4/24/2019 0:00,7:27:00 AM
Indonesia,208.32,6/22/2019 0:00,4:39:00 AM
Indonesia,263.2,7/2/2019 0:00,2:10:00 AM
Philippines,71.2,8/25/2019 0:00,6:17:00 AM
Indonesia,509.76,9/17/2019 0:00,9:45:00 AM
Bahamas,1.92,12/9/2018 0:00,7:12:00 AM
China,0.84,1/22/2019 0:00,3:33:00 AM
China,1.02,1/26/2019 0:00,5:55:00 AM
Brazil,45.9,2/13/2019 0:00,11:34:00 AM
Indonesia,26.97,2/24/2019 0:00,1:18:00 AM
China,23.97,3/26/2019 0:00,1:09:00 AM
Brazil,50.97,3/30/2019 0:00,6:46:00 AM
Mexico,0.69,3/31/2019 0:00,7:40:00 AM
Philippines,0.0,4/4/2019 0:00,8:39:00 AM
Indonesia,29.97,7/5/2019 0:00,11:24:00 AM
Indonesia,101.94,7/25/2019 0:00,4:13:00 AM
Greece,38.97,7/29/2019 0:00,5:11:00 AM
Greece,32.04,7/30/2019 0:00,1:00:00 AM
Brazil,29.97,8/24/2019 0:00,6:23:00 AM
France,74.97,8/25/2019 0:00,3:07:00 AM
France,3.0,8/25/2019 0:00,5:56:00 AM
Bangladesh,20.97,9/1/2019 0:00,6:23:00 AM
China,59.94,9/17/2019 0:00,9:30:00 AM
China,0.0,9/20/2019 0:00,2:30:00 AM
China,42.0,10/4/2019 0:00,4:18:00 AM
Brazil,20.97,10/7/2019 0:00,6:39:00 AM
Indonesia,34.95,10/27/2019 0:00,12:45:00 PM
China,162.54,10/28/2019 0:00,5:02:00 AM
Brazil,14.97,12/9/2019 0:00,12:25:00 PM
Indonesia,56.97,1/5/2020 0:00,12:24:00 PM
China,17.79,3/29/2020 0:00,10:00:00 AM
Indonesia,65.58,4/22/2020 0:00,5:27:00 AM
China,44.85,4/24/2020 0:00,5:06:00 AM
Philippines,29.97,5/10/2020 0:00,3:33:00 AM
China,53.97,5/17/2020 0:00,10:31:00 AM
Indonesia,72.9,5/20/2020 0:00,7:19:00 AM
Canada,71.91,6/13/2020 0:00,8:08:00 AM
China,40.74,7/18/2020 0:00,9:10:00 AM
Indonesia,53.97,9/19/2020 0:00,4:24:00 AM
France,11.31,9/24/2020 0:00,4:24:00 AM
China,0.0,10/8/2020 0:00,11:14:00 AM
China,38.85,10/9/2020 0:00,3:05:00 AM
China,59.97,10/9/2020 0:00,6:09:00 AM
Indonesia,13.5,2/9/2021 0:00,12:37:00 PM
Indonesia,72.9,2/9/2021 0:00,7:22:00 AM
Indonesia,38.97,2/9/2021 0:00,2:36:00 AM
Indonesia,30.0,4/18/2021 0:00,9:08:00 AM
Egypt,59.97,4/23/2021 0:00,2:58:00 AM
China,1.86,8/11/2021 0:00,5:53:00 AM
France,41.97,8/20/2021 0:00,1:10:00 AM
France,56.97,9/12/2021 0:00,8:12:00 AM
Indonesia,0.0,11/23/2021 0:00,8:50:00 AM
China,56.85,12/6/2021 0:00,1:54:00 AM
Indonesia,32.97,12/30/2021 0:00,8:51:00 AM
Indonesia,0.0,9/31/2021,3:30:00 AM
Indonesia,221.52,1/23/2018 0:00,5:38:00 AM
Brazil,36.9,2/2/2018 0:00,7:45:00 AM
Indonesia,349.05,3/16/2018 0:00,9:59:00 AM
Canada,255.75,5/12/2018 0:00,9:51:00 AM
China,741.6,7/28/2018 0:00,6:59:00 AM
Philippines,264.75,8/8/2018 0:00,1:11:00 AM
South,280.06,8/19/2018 0:00,8:13:00 AM
Indonesia,286.86,8/21/2018 0:00,1:16:00 AM
Brazil,157.85,12/2/2018 0:00,8:14:00 AM
Indonesia,644.91,5/20/2019 0:00,2:02:00 AM
Indonesia,155.61,7/17/2019 0:00,10:41:00 AM
China,534.45,8/20/2019 0:00,4:47:00 AM
China,145.32,8/24/2019 0:00,10:17:00 AM
Canada,193.8,10/19/2019 0:00,12:41:00 PM
Canada,291.06,10/25/2019 0:00,4:43:00 AM
Indonesia,600.21,10/31/2019 0:00,5:18:00 AM
China,1.08,1/21/2019 0:00,11:11:00 AM
Brazil,80.97,1/24/2019 0:00,7:39:00 AM
Philippines,0.48,1/27/2019 0:00,2:06:00 AM
South,110.97,2/5/2019 0:00,10:53:00 AM
Indonesia,1.8,2/12/2019 0:00,9:00:00 AM
Japan,0.72,2/21/2019 0:00,4:38:00 AM
China,16.59,4/9/2019 0:00,11:03:00 AM
Indonesia,0.0,4/20/2019 0:00,3:28:00 AM
Philippines,98.97,4/26/2019 0:00,11:46:00 AM
Pakistan,47.94,5/12/2019 0:00,7:51:00 AM
Colombia,1.11,7/2/2019 0:00,3:57:00 AM
China,2.7,8/4/2019 0:00,8:14:00 AM
China,0.0,10/4/2019 0:00,7:32:00 AM
Brazil,0.0,11/7/2019 0:00,7:17:00 AM
Albania,29.94,11/7/2019 0:00,7:48:00 AM
Bangladesh,0.0,11/25/2019 0:00,3:18:00 AM
China,122.97,12/23/2019 0:00,9:06:00 AM
Canada,74.97,12/28/2019 0:00,1:46:00 AM
Brazil,77.97,1/29/2020 0:00,6:29:00 AM
Brazil,59.97,3/15/2020 0:00,12:09:00 PM
Brazil,98.97,6/24/2020 0:00,11:58:00 AM
Colombia,0.0,9/9/2020 0:00,12:43:00 PM
China,44.94,9/12/2020 0:00,9:22:00 AM
Philippines,35.91,10/17/2020 0:00,4:41:00 AM
Indonesia,32.97,10/26/2020 0:00,6:34:00 AM
Philippines,50.97,11/5/2020 0:00,1:38:00 AM
Indonesia,23.67,1/2/2021 0:00,11:10:00 AM
France,50.97,3/1/2021 0:00,2:48:00 AM
Canada,228.96,1/11/2018 0:00,5:44:00 AM
Brazil,93.66,1/23/2018 0:00,7:09:00 AM
China,282.36,6/10/2018 0:00,4:53:00 AM
China,228.16,7/30/2018 0:00,12:01:00 PM
Indonesia,54.32,8/2/2018 0:00,1:14:00 AM
Indonesia,124.08,8/4/2018 0:00,9:11:00 AM
China,13.33,8/11/2018 0:00,6:52:00 AM
Indonesia,27.78,9/24/2018 0:00,1:08:00 AM
Indonesia,148.94,5/5/2019 0:00,2:32:00 AM
Indonesia,524.44,5/10/2019 0:00,6:04:00 AM
Indonesia,436.31,6/16/2019 0:00,6:15:00 AM
Brazil,34.11,7/1/2019 0:00,4:28:00 AM
Indonesia,136.85,7/3/2019 0:00,10:50:00 AM
China,120.4,7/28/2019 0:00,12:38:00 PM
China,247.39,8/10/2019 0:00,2:48:00 AM
Japan,85.68,8/26/2019 0:00,2:49:00 AM
Brazil,453.96,9/17/2019 0:00,7:28:00 AM
Indonesia,400.08,9/24/2019 0:00,8:56:00 AM
Indonesia,53.85,10/28/2018 0:00,10:40:00 AM
China,45.0,11/11/2018 0:00,1:11:00 AM
Colombia,52.5,11/18/2018 0:00,8:02:00 AM
Brazil,47.94,12/24/2018 0:00,1:35:00 AM
Indonesia,71.25,1/8/2019 0:00,11:58:00 AM
Philippines,59.97,2/2/2019 0:00,4:26:00 AM
Philippines,0.81,2/5/2019 0:00,9:29:00 AM
Philippines,44.67,3/2/2019 0:00,11:59:00 AM
Australia,59.97,3/11/2019 0:00,8:10:00 AM
Japan,69.9,3/14/2019 0:00,11:27:00 AM
China,59.97,3/15/2019 0:00,6:41:00 AM
Philippines,78.9,3/23/2019 0:00,10:44:00 AM
Indonesia,78.75,3/27/2019 0:00,10:50:00 AM
China,38.97,4/26/2019 0:00,5:14:00 AM
China,14.97,4/27/2019 0:00,11:10:00 AM
Indonesia,59.97,4/29/2019 0:00,3:55:00 AM
Indonesia,37.65,5/14/2019 0:00,2:04:00 AM
Indonesia,1.5,6/11/2019 0:00,6:25:00 AM
Albania,36.0,7/8/2019 0:00,8:09:00 AM
Pakistan,11.22,9/3/2019 0:00,11:01:00 AM
Colombia,28.44,9/21/2019 0:00,11:38:00 AM
Pakistan,66.0,9/28/2019 0:00,1:00:00 AM
Japan,0.0,10/1/2019 0:00,9:49:00 AM
Greece,50.97,11/29/2019 0:00,7:46:00 AM
Indonesia,49.5,1/29/2020 0:00,1:02:00 AM
China,58.5,2/20/2020 0:00,12:24:00 PM
Brazil,1.92,3/11/2020 0:00,12:06:00 PM
China,26.97,5/26/2020 0:00,8:51:00 AM
China,38.97,9/5/2020 0:00,5:23:00 AM
China,34.95,9/25/2020 0:00,2:10:00 AM
Indonesia,42.0,10/14/2020 0:00,4:25:00 AM
Indonesia,33.12,3/10/2021 0:00,12:20:00 PM
China,0.0,4/15/2021 0:00,4:25:00 AM
Canada,0.0,9/13/2021 0:00,12:39:00 PM
Brazil,168.28,1/10/2018 0:00,9:08:00 AM
China,294.69,6/9/2018 0:00,1:03:00 AM
China,11.05,7/3/2018 0:00,5:39:00 AM
China,456.94,7/16/2018 0:00,10:12:00 AM
Indonesia,165.3,7/17/2018 0:00,3:54:00 AM
Indonesia,444.6,7/18/2018 0:00,10:52:00 AM
Indonesia,177.94,8/17/2018 0:00,10:10:00 AM
Indonesia,159.72,10/5/2018 0:00,11:59:00 AM
Indonesia,226.2,10/17/2018 0:00,4:02:00 AM
Brazil,21.83,5/30/2019 0:00,12:38:00 PM
Indonesia,265.95,6/14/2019 0:00,11:42:00 AM
Philippines,173.46,8/4/2019 0:00,9:58:00 AM
Indonesia,813.05,8/17/2019 0:00,1:46:00 AM
Indonesia,69.45,11/26/2019 0:00,2:22:00 AM
Brazil,50.97,10/30/2018 0:00,12:39:00 PM
China,35.85,11/9/2018 0:00,11:52:00 AM
France,0.0,11/22/2018 0:00,9:24:00 AM
Indonesia,30.27,11/24/2018 0:00,5:20:00 AM
China,69.75,11/25/2018 0:00,12:32:00 PM
Indonesia,0.0,11/26/2018 0:00,3:16:00 AM
Pakistan,59.97,2/20/2019 0:00,4:15:00 AM
Indonesia,29.97,3/30/2019 0:00,3:09:00 AM
Indonesia,21.81,4/1/2019 0:00,11:11:00 AM
France,32.97,4/2/2019 0:00,4:49:00 AM
Egypt,80.97,4/13/2019 0:00,11:48:00 AM
Indonesia,0.0,5/23/2019 0:00,12:43:00 PM
Philippines,2.61,6/14/2019 0:00,10:05:00 AM
Brazil,67.17,7/29/2019 0:00,11:55:00 AM
France,50.22,8/26/2019 0:00,1:14:00 AM
China,0.0,9/28/2019 0:00,1:01:00 AM
Indonesia,0.0,10/6/2019 0:00,9:43:00 AM
Indonesia,68.85,10/7/2019 0:00,7:17:00 AM
Brazil,86.97,12/18/2019 0:00,10:39:00 AM
China,0.96,2/8/2020 0:00,9:53:00 AM
Brazil,1.2,2/27/2020 0:00,5:46:00 AM
China,0.0,4/5/2020 0:00,8:50:00 AM
Brazil,30.57,4/13/2020 0:00,3:09:00 AM
Brazil,104.97,4/18/2020 0:00,4:21:00 AM
China,34.77,4/30/2020 0:00,7:06:00 AM
China,119.97,6/20/2020 0:00,11:55:00 AM
Brazil,56.91,8/27/2020 0:00,5:14:00 AM
Brazil,29.97,9/13/2020 0:00,8:38:00 AM
China,29.07,9/25/2020 0:00,1:23:00 AM
Bangladesh,74.97,10/6/2020 0:00,2:50:00 AM
Indonesia,56.97,10/15/2020 0:00,1:11:00 AM
Japan,73.5,10/22/2020 0:00,5:20:00 AM
